Year,Jury.or.Televoting,From.country,To.country,Points
2016,T,Poland,Germany,0
2016,T,Poland,Hungary,6
2016,T,Poland,Israel,0
2016,T,Poland,Italy,0
2016,T,Poland,Latvia,5
2016,T,Poland,Lithuania,0
2016,T,Poland,Malta,0
2016,T,Poland,Russia,8
2016,T,Poland,Serbia,0
2016,T,Poland,Spain,0
2016,T,Poland,Sweden,10
2016,T,Poland,The Netherlands,0
2016,T,Poland,Ukraine,12
2016,T,Poland,United Kingdom,0
2016,T,Russia,Armenia,12
2016,T,Russia,Australia,4
2016,T,Russia,Austria,8
2016,T,Russia,Azerbaijan,6
2016,T,Russia,Belgium,0
2016,T,Russia,Bulgaria,0
2016,T,Russia,Croatia,0
2016,T,Russia,Cyprus,7
2016,T,Russia,Czech Republic,0
2016,T,Russia,France,3
2016,T,Russia,Georgia,0
2016,T,Russia,Germany,0
2016,T,Russia,Hungary,0
2016,T,Russia,Israel,0
2016,T,Russia,Italy,0
2016,T,Russia,Latvia,1
2016,T,Russia,Lithuania,0
2016,T,Russia,Malta,0
2016,T,Russia,Poland,5
2016,T,Russia,Serbia,0
2016,T,Russia,Spain,0
2016,T,Russia,Sweden,2
2016,T,Russia,The Netherlands,0
2016,T,Russia,Ukraine,10
2016,T,Russia,United Kingdom,0
2016,T,San Marino,Armenia,2
2016,T,San Marino,Australia,5
2016,T,San Marino,Austria,0
2016,T,San Marino,Azerbaijan,0
2016,T,San Marino,Belgium,0
2016,T,San Marino,Bulgaria,3
2016,T,San Marino,Croatia,0
2016,T,San Marino,Cyprus,0
2016,T,San Marino,Czech Republic,0
2016,T,San Marino,France,0
2016,T,San Marino,Georgia,0
2016,T,San Marino,Germany,0
2016,T,San Marino,Hungary,1
2016,T,San Marino,Israel,0
2016,T,San Marino,Italy,0
2016,T,San Marino,Latvia,6
2016,T,San Marino,Lithuania,8
2016,T,San Marino,Malta,0
2016,T,San Marino,Poland,7
2016,T,San Marino,Russia,10
2016,T,San Marino,Serbia,0
2016,T,San Marino,Spain,0
2016,T,San Marino,Sweden,4
2016,T,San Marino,The Netherlands,0
2016,T,San Marino,Ukraine,12
2016,T,San Marino,United Kingdom,0
2016,T,Serbia,Armenia,2
2016,T,Serbia,Australia,6
2016,T,Serbia,Austria,0
2016,T,Serbia,Azerbaijan,0
2016,T,Serbia,Belgium,5
2016,T,Serbia,Bulgaria,8
2016,T,Serbia,Croatia,4
2016,T,Serbia,Cyprus,3
2016,T,Serbia,Czech Republic,0
2016,T,Serbia,France,0
2016,T,Serbia,Georgia,0
2016,T,Serbia,Germany,0
2016,T,Serbia,Hungary,10
2016,T,Serbia,Israel,0
2016,T,Serbia,Italy,0
2016,T,Serbia,Latvia,0
2016,T,Serbia,Lithuania,0
2016,T,Serbia,Malta,0
2016,T,Serbia,Poland,0
2016,T,Serbia,Russia,12
2016,T,Serbia,Spain,0
2016,T,Serbia,Sweden,1
2016,T,Serbia,The Netherlands,0
2016,T,Serbia,Ukraine,7
2016,T,Serbia,United Kingdom,0
2016,T,Slovenia,Armenia,0
2016,T,Slovenia,Australia,3
2016,T,Slovenia,Austria,6
2016,T,Slovenia,Azerbaijan,0
2016,T,Slovenia,Belgium,0
2016,T,Slovenia,Bulgaria,2
2016,T,Slovenia,Croatia,8
2016,T,Slovenia,Cyprus,0
2016,T,Slovenia,Czech Republic,0
2016,T,Slovenia,France,0
2016,T,Slovenia,Georgia,0
2016,T,Slovenia,Germany,0
2016,T,Slovenia,Hungary,0
2016,T,Slovenia,Israel,0
2016,T,Slovenia,Italy,1
2016,T,Slovenia,Latvia,0
2016,T,Slovenia,Lithuania,0
2016,T,Slovenia,Malta,0
2016,T,Slovenia,Poland,4
2016,T,Slovenia,Russia,10
2016,T,Slovenia,Serbia,12
2016,T,Slovenia,Spain,0
2016,T,Slovenia,Sweden,5
2016,T,Slovenia,The Netherlands,0
2016,T,Slovenia,Ukraine,7
2016,T,Slovenia,United Kingdom,0
2016,T,Spain,Armenia,6
2016,T,Spain,Australia,4
2016,T,Spain,Austria,2
2016,T,Spain,Azerbaijan,0
2016,T,Spain,Belgium,0
2016,T,Spain,Bulgaria,12
2016,T,Spain,Croatia,0
2016,T,Spain,Cyprus,0
2016,T,Spain,Czech Republic,0
2016,T,Spain,France,10
2016,T,Spain,Georgia,0
2016,T,Spain,Germany,0
2016,T,Spain,Hungary,0
2016,T,Spain,Israel,0
2016,T,Spain,Italy,3
2016,T,Spain,Latvia,0
2016,T,Spain,Lithuania,0
2016,T,Spain,Malta,0
2016,T,Spain,Poland,5
2016,T,Spain,Russia,8
2016,T,Spain,Serbia,0
2016,T,Spain,Sweden,1
2016,T,Spain,The Netherlands,0
2016,T,Spain,Ukraine,7
2016,T,Spain,United Kingdom,0
2016,T,Sweden,Armenia,0
2016,T,Sweden,Australia,12
2016,T,Sweden,Austria,5
2016,T,Sweden,Azerbaijan,0
2016,T,Sweden,Belgium,0
2016,T,Sweden,Bulgaria,4
2016,T,Sweden,Croatia,0
2016,T,Sweden,Cyprus,0
2016,T,Sweden,Czech Republic,0
2016,T,Sweden,France,3
2016,T,Sweden,Georgia,0
2016,T,Sweden,Germany,0
2016,T,Sweden,Hungary,0
2016,T,Sweden,Israel,0
2016,T,Sweden,Italy,0
2016,T,Sweden,Latvia,0
2016,T,Sweden,Lithuania,6
2016,T,Sweden,Malta,0
2016,T,Sweden,Poland,10
2016,T,Sweden,Russia,8
2016,T,Sweden,Serbia,0
2016,T,Sweden,Spain,1
2016,T,Sweden,The Netherlands,2
2016,T,Sweden,Ukraine,7
2016,T,Sweden,United Kingdom,0
2016,T,Switzerland,Armenia,0
2016,T,Switzerland,Australia,1
2016,T,Switzerland,Austria,10
2016,T,Switzerland,Azerbaijan,0
2016,T,Switzerland,Belgium,0
2016,T,Switzerland,Bulgaria,0
2016,T,Switzerland,Croatia,0
2016,T,Switzerland,Cyprus,0
2016,T,Switzerland,Czech Republic,0
2016,T,Switzerland,France,3
2016,T,Switzerland,Georgia,0
2016,T,Switzerland,Germany,8
2016,T,Switzerland,Hungary,0
2016,T,Switzerland,Israel,0
2016,T,Switzerland,Italy,7
2016,T,Switzerland,Latvia,0
2016,T,Switzerland,Lithuania,0
2016,T,Switzerland,Malta,0
2016,T,Switzerland,Poland,5
2016,T,Switzerland,Russia,6
2016,T,Switzerland,Serbia,12
2016,T,Switzerland,Spain,2
2016,T,Switzerland,Sweden,0
2016,T,Switzerland,The Netherlands,0
2016,T,Switzerland,Ukraine,4
2016,T,Switzerland,United Kingdom,0
2016,T,The Netherlands,Armenia,8
2016,T,The Netherlands,Australia,5
2016,T,The Netherlands,Austria,6
2016,T,The Netherlands,Azerbaijan,0
2016,T,The Netherlands,Belgium,12
2016,T,The Netherlands,Bulgaria,1
2016,T,The Netherlands,Croatia,0
2016,T,The Netherlands,Cyprus,0
2016,T,The Netherlands,Czech Republic,0
2016,T,The Netherlands,France,4
2016,T,The Netherlands,Georgia,0
2016,T,The Netherlands,Germany,0
2016,T,The Netherlands,Hungary,0
2016,T,The Netherlands,Israel,0
2016,T,The Netherlands,Italy,0
2016,T,The Netherlands,Latvia,0
2016,T,The Netherlands,Lithuania,0
2016,T,The Netherlands,Malta,0
2016,T,The Netherlands,Poland,10
2016,T,The Netherlands,Russia,3
2016,T,The Netherlands,Serbia,0
2016,T,The Netherlands,Spain,0
2016,T,The Netherlands,Sweden,2
2016,T,The Netherlands,Ukraine,7
2016,T,The Netherlands,United Kingdom,0
2016,T,Ukraine,Armenia,7
2016,T,Ukraine,Australia,4
2016,T,Ukraine,Austria,0
2016,T,Ukraine,Azerbaijan,10
2016,T,Ukraine,Belgium,0
2016,T,Ukraine,Bulgaria,2
2016,T,Ukraine,Croatia,0
2016,T,Ukraine,Cyprus,0
2016,T,Ukraine,Czech Republic,0
2016,T,Ukraine,France,0
2016,T,Ukraine,Georgia,6
2016,T,Ukraine,Germany,0
2016,T,Ukraine,Hungary,0
2016,T,Ukraine,Israel,0
2016,T,Ukraine,Italy,0
2016,T,Ukraine,Latvia,5
2016,T,Ukraine,Lithuania,3
2016,T,Ukraine,Malta,0
2016,T,Ukraine,Poland,8
2016,T,Ukraine,Russia,12
2016,T,Ukraine,Serbia,0
2016,T,Ukraine,Spain,0
2016,T,Ukraine,Sweden,1
2016,T,Ukraine,The Netherlands,0
2016,T,Ukraine,United Kingdom,0
2016,T,United Kingdom,Armenia,0
2016,T,United Kingdom,Australia,6
2016,T,United Kingdom,Austria,0
2016,T,United Kingdom,Azerbaijan,0
2016,T,United Kingdom,Belgium,0
2016,T,United Kingdom,Bulgaria,8
2016,T,United Kingdom,Croatia,0
2016,T,United Kingdom,Cyprus,2
2016,T,United Kingdom,Czech Republic,0
2016,T,United Kingdom,France,0
2016,T,United Kingdom,Georgia,0
2016,T,United Kingdom,Germany,0
2016,T,United Kingdom,Hungary,0
2016,T,United Kingdom,Israel,0
2016,T,United Kingdom,Italy,0
2016,T,United Kingdom,Latvia,3
2016,T,United Kingdom,Lithuania,12
2016,T,United Kingdom,Malta,0
2016,T,United Kingdom,Poland,10
2016,T,United Kingdom,Russia,7
2016,T,United Kingdom,Serbia,0
2016,T,United Kingdom,Spain,4
2016,T,United Kingdom,Sweden,1
2016,T,United Kingdom,The Netherlands,0
2016,T,United Kingdom,Ukraine,5
2017,T,Albania,Armenia,0
2017,T,Albania,Australia,0
2017,T,Albania,Austria,0
2017,T,Albania,Azerbaijan,0
2017,T,Albania,Belarus,0
2017,T,Albania,Belgium,5
2017,T,Albania,Bulgaria,10
2017,T,Albania,Croatia,7
2017,T,Albania,Cyprus,0
2017,T,Albania,Denmark,0
2017,T,Albania,France,1
2017,T,Albania,Germany,0
2017,T,Albania,Greece,3
2017,T,Albania,Hungary,6
2017,T,Albania,Israel,0
2017,T,Albania,Italy,12
2017,T,Albania,Moldova,0
2017,T,Albania,Norway,0
2017,T,Albania,Poland,0
2017,T,Albania,Portugal,8
2017,T,Albania,Romania,4
2017,T,Albania,Spain,0
2017,T,Albania,Sweden,2
2017,T,Albania,The Netherlands,0
2017,T,Albania,Ukraine,0
2017,T,Albania,United Kingdom,0
2017,T,Armenia,Australia,0
2017,T,Armenia,Austria,0
2017,T,Armenia,Azerbaijan,0
2017,T,Armenia,Belarus,0
2017,T,Armenia,Belgium,5
2017,T,Armenia,Bulgaria,7
2017,T,Armenia,Croatia,0
2017,T,Armenia,Cyprus,12
2017,T,Armenia,Denmark,0
2017,T,Armenia,France,8
2017,T,Armenia,Germany,0
2017,T,Armenia,Greece,1
2017,T,Armenia,Hungary,0
2017,T,Armenia,Israel,0
2017,T,Armenia,Italy,4
2017,T,Armenia,Moldova,6
2017,T,Armenia,Norway,0
2017,T,Armenia,Poland,0
2017,T,Armenia,Portugal,10
2017,T,Armenia,Romania,2
2017,T,Armenia,Spain,0
2017,T,Armenia,Sweden,3
2017,T,Armenia,The Netherlands,0
2017,T,Armenia,Ukraine,0
2017,T,Armenia,United Kingdom,0
2017,T,Australia,Armenia,0
2017,T,Australia,Austria,0
2017,T,Australia,Azerbaijan,0
2017,T,Australia,Belarus,0
2017,T,Australia,Belgium,4
2017,T,Australia,Bulgaria,5
2017,T,Australia,Croatia,1
2017,T,Australia,Cyprus,0
2017,T,Australia,Denmark,8
2017,T,Australia,France,0
2017,T,Australia,Germany,0
2017,T,Australia,Greece,0
2017,T,Australia,Hungary,0
2017,T,Australia,Israel,0
2017,T,Australia,Italy,2
2017,T,Australia,Moldova,12
2017,T,Australia,Norway,0
2017,T,Australia,Poland,0
2017,T,Australia,Portugal,7
2017,T,Australia,Romania,10
2017,T,Australia,Spain,0
2017,T,Australia,Sweden,6
2017,T,Australia,The Netherlands,0
2017,T,Australia,Ukraine,0
2017,T,Australia,United Kingdom,3
2017,T,Austria,Armenia,0
2017,T,Austria,Australia,0
2017,T,Austria,Azerbaijan,0
2017,T,Austria,Belarus,0
2017,T,Austria,Belgium,8
2017,T,Austria,Bulgaria,7
2017,T,Austria,Croatia,4
2017,T,Austria,Cyprus,0
2017,T,Austria,Denmark,0
2017,T,Austria,France,0
2017,T,Austria,Germany,0
2017,T,Austria,Greece,0
2017,T,Austria,Hungary,5
2017,T,Austria,Israel,0
2017,T,Austria,Italy,6
2017,T,Austria,Moldova,3
2017,T,Austria,Norway,0
2017,T,Austria,Poland,2
2017,T,Austria,Portugal,12
2017,T,Austria,Romania,10
2017,T,Austria,Spain,0
2017,T,Austria,Sweden,1
2017,T,Austria,The Netherlands,0
2017,T,Austria,Ukraine,0
2017,T,Austria,United Kingdom,0
2017,T,Azerbaijan,Armenia,0
2017,T,Azerbaijan,Australia,0
2017,T,Azerbaijan,Austria,0
2017,T,Azerbaijan,Belarus,0
2017,T,Azerbaijan,Belgium,4
2017,T,Azerbaijan,Bulgaria,12
2017,T,Azerbaijan,Croatia,0
2017,T,Azerbaijan,Cyprus,0
2017,T,Azerbaijan,Denmark,0
2017,T,Azerbaijan,France,5
2017,T,Azerbaijan,Germany,0
2017,T,Azerbaijan,Greece,0
2017,T,Azerbaijan,Hungary,7
2017,T,Azerbaijan,Israel,1
2017,T,Azerbaijan,Italy,6
2017,T,Azerbaijan,Moldova,10
2017,T,Azerbaijan,Norway,0
2017,T,Azerbaijan,Poland,0
2017,T,Azerbaijan,Portugal,8
2017,T,Azerbaijan,Romania,2
2017,T,Azerbaijan,Spain,0
2017,T,Azerbaijan,Sweden,3
2017,T,Azerbaijan,The Netherlands,0
2017,T,Azerbaijan,Ukraine,0
2017,T,Azerbaijan,United Kingdom,0
2017,T,Belarus,Armenia,0
2017,T,Belarus,Australia,0
2017,T,Belarus,Austria,0
2017,T,Belarus,Azerbaijan,0
2017,T,Belarus,Belgium,6
2017,T,Belarus,Bulgaria,12
2017,T,Belarus,Croatia,0
2017,T,Belarus,Cyprus,0
2017,T,Belarus,Denmark,0
2017,T,Belarus,France,4
2017,T,Belarus,Germany,0
2017,T,Belarus,Greece,0
2017,T,Belarus,Hungary,8
2017,T,Belarus,Israel,0
2017,T,Belarus,Italy,0
2017,T,Belarus,Moldova,10
2017,T,Belarus,Norway,5
2017,T,Belarus,Poland,0
2017,T,Belarus,Portugal,7
2017,T,Belarus,Romania,2
2017,T,Belarus,Spain,0
2017,T,Belarus,Sweden,3
2017,T,Belarus,The Netherlands,0
2017,T,Belarus,Ukraine,1
2017,T,Belarus,United Kingdom,0
2017,T,Belgium,Armenia,0
2017,T,Belgium,Australia,0
2017,T,Belgium,Austria,0
2017,T,Belgium,Azerbaijan,0
2017,T,Belgium,Belarus,0
2017,T,Belgium,Bulgaria,8
2017,T,Belgium,Croatia,0
2017,T,Belgium,Cyprus,0
2017,T,Belgium,Denmark,0
2017,T,Belgium,France,3
2017,T,Belgium,Germany,0
2017,T,Belgium,Greece,0
2017,T,Belgium,Hungary,1
2017,T,Belgium,Israel,0
2017,T,Belgium,Italy,5
2017,T,Belgium,Moldova,7
2017,T,Belgium,Norway,0
2017,T,Belgium,Poland,4
2017,T,Belgium,Portugal,12
2017,T,Belgium,Romania,6
2017,T,Belgium,Spain,0
2017,T,Belgium,Sweden,2
2017,T,Belgium,The Netherlands,10
2017,T,Belgium,Ukraine,0
2017,T,Belgium,United Kingdom,0
2017,T,Bulgaria,Armenia,0
2017,T,Bulgaria,Australia,0
2017,T,Bulgaria,Austria,0
2017,T,Bulgaria,Azerbaijan,0
2017,T,Bulgaria,Belarus,0
2017,T,Bulgaria,Belgium,4
2017,T,Bulgaria,Croatia,1
2017,T,Bulgaria,Cyprus,3
2017,T,Bulgaria,Denmark,0
2017,T,Bulgaria,France,12
2017,T,Bulgaria,Germany,0
2017,T,Bulgaria,Greece,5
2017,T,Bulgaria,Hungary,6
2017,T,Bulgaria,Israel,0
2017,T,Bulgaria,Italy,0
2017,T,Bulgaria,Moldova,10
2017,T,Bulgaria,Norway,0
2017,T,Bulgaria,Poland,0
2017,T,Bulgaria,Portugal,7
2017,T,Bulgaria,Romania,8
2017,T,Bulgaria,Spain,0
2017,T,Bulgaria,Sweden,2
2017,T,Bulgaria,The Netherlands,0
2017,T,Bulgaria,Ukraine,0
2017,T,Bulgaria,United Kingdom,0
2017,T,Croatia,Armenia,0
2017,T,Croatia,Australia,0
2017,T,Croatia,Austria,0
2017,T,Croatia,Azerbaijan,0
2017,T,Croatia,Belarus,0
2017,T,Croatia,Belgium,5
2017,T,Croatia,Bulgaria,8
2017,T,Croatia,Cyprus,0
2017,T,Croatia,Denmark,0
2017,T,Croatia,France,3
2017,T,Croatia,Germany,0
2017,T,Croatia,Greece,0
2017,T,Croatia,Hungary,12
2017,T,Croatia,Israel,0
2017,T,Croatia,Italy,7
2017,T,Croatia,Moldova,4
2017,T,Croatia,Norway,0
2017,T,Croatia,Poland,0
2017,T,Croatia,Portugal,10
2017,T,Croatia,Romania,6
2017,T,Croatia,Spain,0
2017,T,Croatia,Sweden,2
2017,T,Croatia,The Netherlands,1
2017,T,Croatia,Ukraine,0
2017,T,Croatia,United Kingdom,0
2017,T,Cyprus,Armenia,1
2017,T,Cyprus,Australia,0
2017,T,Cyprus,Austria,0
2017,T,Cyprus,Azerbaijan,0
2017,T,Cyprus,Belarus,0
2017,T,Cyprus,Belgium,2
2017,T,Cyprus,Bulgaria,10
2017,T,Cyprus,Croatia,0
2017,T,Cyprus,Denmark,0
2017,T,Cyprus,France,3
2017,T,Cyprus,Germany,0
2017,T,Cyprus,Greece,12
2017,T,Cyprus,Hungary,0
2017,T,Cyprus,Israel,0
2017,T,Cyprus,Italy,8
2017,T,Cyprus,Moldova,6
2017,T,Cyprus,Norway,0
2017,T,Cyprus,Poland,0
2017,T,Cyprus,Portugal,7
2017,T,Cyprus,Romania,4
2017,T,Cyprus,Spain,0
2017,T,Cyprus,Sweden,5
2017,T,Cyprus,The Netherlands,0
2017,T,Cyprus,Ukraine,0
2017,T,Cyprus,United Kingdom,0
2017,T,Czech Republic,Armenia,2
2017,T,Czech Republic,Australia,0
2017,T,Czech Republic,Austria,0
2017,T,Czech Republic,Azerbaijan,10
2017,T,Czech Republic,Belarus,3
2017,T,Czech Republic,Belgium,4
2017,T,Czech Republic,Bulgaria,12
2017,T,Czech Republic,Croatia,0
2017,T,Czech Republic,Cyprus,0
2017,T,Czech Republic,Denmark,0
2017,T,Czech Republic,France,0
2017,T,Czech Republic,Germany,0
2017,T,Czech Republic,Greece,0
2017,T,Czech Republic,Hungary,0
2017,T,Czech Republic,Israel,0
2017,T,Czech Republic,Italy,1
2017,T,Czech Republic,Moldova,5
2017,T,Czech Republic,Norway,0
2017,T,Czech Republic,Poland,0
2017,T,Czech Republic,Portugal,8
2017,T,Czech Republic,Romania,6
2017,T,Czech Republic,Spain,0
2017,T,Czech Republic,Sweden,0
2017,T,Czech Republic,The Netherlands,0
2017,T,Czech Republic,Ukraine,7
2017,T,Czech Republic,United Kingdom,0
2017,T,Denmark,Armenia,0
2017,T,Denmark,Australia,2
2017,T,Denmark,Austria,0
2017,T,Denmark,Azerbaijan,0
2017,T,Denmark,Belarus,0
2017,T,Denmark,Belgium,6
2017,T,Denmark,Bulgaria,10
2017,T,Denmark,Croatia,0
2017,T,Denmark,Cyprus,0
2017,T,Denmark,France,0
2017,T,Denmark,Germany,0
2017,T,Denmark,Greece,0
2017,T,Denmark,Hungary,3
2017,T,Denmark,Israel,0
2017,T,Denmark,Italy,0
2017,T,Denmark,Moldova,8
2017,T,Denmark,Norway,7
2017,T,Denmark,Poland,0
2017,T,Denmark,Portugal,5
2017,T,Denmark,Romania,4
2017,T,Denmark,Spain,0
2017,T,Denmark,Sweden,12
2017,T,Denmark,The Netherlands,1
2017,T,Denmark,Ukraine,0
2017,T,Denmark,United Kingdom,0
2017,T,Estonia,Armenia,0
2017,T,Estonia,Australia,0
2017,T,Estonia,Austria,0
2017,T,Estonia,Azerbaijan,0
2017,T,Estonia,Belarus,2
2017,T,Estonia,Belgium,12
2017,T,Estonia,Bulgaria,7
2017,T,Estonia,Croatia,0
2017,T,Estonia,Cyprus,0
2017,T,Estonia,Denmark,0
2017,T,Estonia,France,1
2017,T,Estonia,Germany,0
2017,T,Estonia,Greece,0
2017,T,Estonia,Hungary,8
2017,T,Estonia,Israel,0
2017,T,Estonia,Italy,5
2017,T,Estonia,Moldova,4
2017,T,Estonia,Norway,0
2017,T,Estonia,Poland,0
2017,T,Estonia,Portugal,10
2017,T,Estonia,Romania,6
2017,T,Estonia,Spain,0
2017,T,Estonia,Sweden,3
2017,T,Estonia,The Netherlands,0
2017,T,Estonia,Ukraine,0
2017,T,Estonia,United Kingdom,0
2017,T,F.Y.R. Macedonia,Armenia,0
2017,T,F.Y.R. Macedonia,Australia,0
2017,T,F.Y.R. Macedonia,Austria,0
2017,T,F.Y.R. Macedonia,Azerbaijan,0
2017,T,F.Y.R. Macedonia,Belarus,0
2017,T,F.Y.R. Macedonia,Belgium,4
2017,T,F.Y.R. Macedonia,Bulgaria,12
2017,T,F.Y.R. Macedonia,Croatia,10
2017,T,F.Y.R. Macedonia,Cyprus,0
2017,T,F.Y.R. Macedonia,Denmark,0
2017,T,F.Y.R. Macedonia,France,6
2017,T,F.Y.R. Macedonia,Germany,0
2017,T,F.Y.R. Macedonia,Greece,0
2017,T,F.Y.R. Macedonia,Hungary,3
2017,T,F.Y.R. Macedonia,Israel,1
